game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
THU1:00 PM ET,GB,DET,GB @ DET,Jordan Love,Jared Goff,"Josh Jacobs (RB)-Q, M. Golden (WR)-Q, K. Raymond (WR)-Q, Brock Wright (TE)-Q","Dome
In Domed Stadium",DET-2.5,48.0,2025-11-26 19:22:38
THU4:30 PM ET,KC,DAL,KC @ DAL,P. Mahomes,Dak Prescott,None,"Dome
In Domed Stadium",KC -3,52.0,2025-11-26 19:22:39
THU8:20 PM ET,CIN,BAL,CIN @ BAL,Joe Burrow,L. Jackson,R. Bateman (WR)-Q,"0%
36°  10 mph W Wind",BAL-7,51.5,2025-11-26 19:22:39
FRI3:00 PM ET,CHI,PHI,CHI @ PHI,C. Williams,Jalen Hurts,"S. Barkley (RB)-Q, D. Smith (WR)-Q","0%
41°  16 mph W Wind",PHI-7,44.0,2025-11-26 19:22:40
SUN1:00 PM ET,LAR,CAR,LAR @ CAR,M. Stafford,Bryce Young,None,"19% Rain
46°  5 mph WSW Wind",LAR-10,44.5,2025-11-26 19:22:40
SUN1:00 PM ET,SF,CLE,SF @ CLE,Brock Purdy,S. Sanders,Eddy Pineiro (K)-Q,"87% Rain
40°  14 mph SW Wind",SF -5,36.5,2025-11-26 19:22:40
SUN1:00 PM ET,HOU,IND,HOU @ IND,C.J. Stroud,Daniel Jones,"C.J. Stroud (QB)-Q, Daniel Jones (QB)-Q","Dome
In Domed Stadium",IND-4.5,44.5,2025-11-26 19:22:41
SUN1:00 PM ET,NO,MIA,NO @ MIA,Tyler Shough,T. Tagovailoa,Alvin Kamara (RB)-Q,"33% Precipitation
79°  13 mph E Wind",MIA-6,41.5,2025-11-26 19:22:41
SUN1:00 PM ET,ATL,NYJ,ATL @ NYJ,Kirk Cousins,Tyrod Taylor,Drake London (WR)-D,"9% Rain
47°  10 mph S Wind",ATL-2.5,39.5,2025-11-26 19:22:41
SUN1:00 PM ET,ARI,TB,ARI @ TB,J. Brissett,B. Mayfield,"M. Harrison (WR)-Q, B. Mayfield (QB)-Q, Bucky Irving (RB)-Q","4% Precipitation
78°  9 mph ESE Wind",TB -2.5,43.0,2025-11-26 19:22:42
SUN1:00 PM ET,JAX,TEN,JAX @ TEN,T. Lawrence,Cam Ward,"Brian Thomas (WR)-Q, E. Ayomanor (WR)-Q","73% Rain
44°  8 mph NW Wind",JAX-6.5,41.5,2025-11-26 19:22:42
SUN4:05 PM ET,MIN,SEA,MIN @ SEA,J. McCarthy,Sam Darnold,J. McCarthy (QB)-Q,"3% Precipitation
47°  3 mph Wind",SEA-11.5,41.0,2025-11-26 19:22:42
SUN4:25 PM ET,LV,LAC,LV @ LAC,Geno Smith,J. Herbert,A. Jeanty (RB)-Q,"Dome
In Domed Stadium",LAC-9.5,40.5,2025-11-26 19:22:43
SUN4:25 PM ET,BUF,PIT,BUF @ PIT,Josh Allen,A. Rodgers,"D. Kincaid (TE)-Q, A. Rodgers (QB)-Q, DK Metcalf (WR)-Q","63% Rain
42°  10 mph WSW Wind",BUF-3.5,47.0,2025-11-26 19:22:43
SUN8:20 PM ET,DEN,WAS,DEN @ WAS,Bo Nix,J. Daniels,"J. Daniels (QB)-Q, T. McLaurin (WR)-Q, T. Burks (WR)-Q","44% Precipitation
43°  5 mph WSW Wind",DEN-6,43.5,2025-11-26 19:22:44
MON8:15 PM ET,NYG,NE,NYG @ NE,Jaxson Dart,Drake Maye,Jaxson Dart (QB)-Q,"26% Precipitation
34°  5 mph NW Wind",NE -7.5,46.5,2025-11-26 19:22:44
